Event,Type,Net,Length,Maturity,Board number,Comment,Dorsal,Lateral,,Col9,Col10,Col11,Col12,Measurer
28,RMT8,1,54,MA1,4,,JR260B_krill_image_27.JPG,JR260B_krill_image_28.JPG,,,,,,sof
28,RMT8,1,49,MA1,4,,JR260B_krill_image_27.JPG,JR260B_krill_image_28.JPG,,,,,,sof
28,RMT8,1,56,MA1,4,,JR260B_krill_image_27.JPG,JR260B_krill_image_28.JPG,,,,,,sof
28,RMT8,1,50,MA1,4,,JR260B_krill_image_27.JPG,JR260B_krill_image_28.JPG,,,,,,sof
28,RMT8,1,50,MA1,4,,JR260B_krill_image_27.JPG,JR260B_krill_image_28.JPG,,,,,,sof
28,RMT8,1,53,MA1,4,,JR260B_krill_image_27.JPG,JR260B_krill_image_28.JPG,,,,,,sof
28,RMT8,1,56,MA2,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,51,MA2,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,49,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,55,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,53,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,54,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,57,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,54,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,55,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,53,MA2,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,48,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,51,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,49,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,52,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,56,FA2,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,47,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,51,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,54,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,50,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,53,MA1,5,,JR260B_krill_image_29.JPG,JR260B_krill_image_30.JPG,,,,,,sof
28,RMT8,1,49,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,56,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,52,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,53,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,54,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,52,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,50,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,57,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,48,FA2,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,52,FA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,52,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,49,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,55,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,51,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,54,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,53,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,51,MA2,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,52,MA2,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,50,MA1,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,52,MA2,6,,JR260B_krill_image_31.JPG,JR260B_krill_image_32.JPG,,,,,,sof
28,RMT8,1,51,MA1,7,,,,,,,,,sof
28,RMT8,1,52,MA1,7,,,,,,,,,sof
28,RMT8,1,51,MA1,7,,,,,,,,,sof
28,RMT8,1,52,MA1,7,,,,,,,,,sof
28,RMT8,1,54,MA1,7,,,,,,,,,sof
28,RMT8,1,49,MA1,7,,,,,,,,,sof
28,RMT8,1,52,MA1,7,,,,,,,,,sof
28,RMT8,1,51,MA1,7,,,,,,,,,sof
28,RMT8,1,57,MA1,7,,,,,,,,,sof
28,RMT8,1,53,MA1,7,,,,,,,,,sof
28,RMT8,1,53,MA1,7,,,,,,,,,sof
28,RMT8,1,59,MA1,7,,,,,,,,,sof
28,RMT8,1,54,MA1,7,,,,,,,,,sof
28,RMT8,1,53,MA1,7,,,,,,,,,sof
28,RMT8,1,52,MA1,7,,,,,,,,,sof
28,RMT8,1,50,MA1,7,,,,,,,,,sof
28,RMT8,1,51,MA2,7,,,,,,,,,sof
28,RMT8,1,51,MA1,7,,,,,,,,,sof
28,RMT8,1,54,MA1,7,,,,,,,,,sof
28,RMT8,1,53,MA1,7,,,,,,,,,sof
37,RMT8,1,55,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,54,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,54,MA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,53,FA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,40,MS1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,54,MA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,41,FS1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,53,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,49,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,52,MA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,51,MA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,48,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,35,FS1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,51,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,53,FA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,43,MS1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,53,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,53,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,50,MA1,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,55,FA2,1,,JR260B_krill_image_34.JPG,JR260B_krill_image_33.JPG,,,,,,sof
37,RMT8,1,55,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,42,MS1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,49,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,56,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,35,FS1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,49,MA1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,56,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,55,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,56,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,52,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,48,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,54,MA1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,55,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,53,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,55,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,52,MA1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,41,FS1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,39,MS1,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,52,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,56,FA2,2,,JR260B_krill_image_36.JPG,JR260B_krill_image_35.JPG,,,,,,sof
37,RMT8,1,49,MA2,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,39,MS1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,49,FA2,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,53,FA2,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,44,MS1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,39,FS1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,52,MA1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,54,FA2,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,49,MA1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,57,FA3,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,43,FS1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,50,MA1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,54,FA2,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,56,FA3,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,53,FA3,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,58,FA3,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,55,FA3,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,51,MA1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,59,FA3,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,51,MA1,3,,JR260B_krill_image_38.JPG,JR260B_krill_image_37.JPG,,,,,,sof
37,RMT8,1,56,MA2,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,54,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,43,MS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,38,MS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,55,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,54,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,35,FS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,39,MS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,35,J,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,52,MA1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,52,FA2,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,53,FA2,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,41,FS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,54,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,59,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,38,FS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,52,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,53,FA3,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,49,MA2,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,40,FS1,5,,JR260B_krill_image_40.JPG,JR260B_krill_image_39.JPG,,,,,,sof
37,RMT8,1,47,MA1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,45,FS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,39,FS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,43,MS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,50,FA3,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,40,FS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,53,FA3,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,55,FA3,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,44,MS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,45,MS2,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,39,MS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,43,MS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,1,40,FS1,6,,JR260B_krill_image_42.JPG,JR260B_krill_image_41.JPG,,,,,,sof
37,RMT8,2,57,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,60,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,53,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,53,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,41,MS1,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,50,MA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,60,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,56,FA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,51,FA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,56,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,49,FA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,53,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,57,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,56,FA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,59,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,58,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,52,FA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,50,FA2,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,49,MA1,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,53,FA3,1,,JR260B_krill_image_44.JPG,JR260B_krill_image_43.JPG,,,,,,sof
37,RMT8,2,55,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,34,J,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,51,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,52,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,52,MA1,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,42,MS1,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,37,FS1,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,41,FS1,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,52,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,49,FA2,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,56,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,56,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,56,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,58,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,53,FA2,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,52,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,57,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,52,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,55,MA2,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,56,FA3,2,,JR260B_krill_image_46.JPG,JR260B_krill_image_45.JPG,,,,,,sof
37,RMT8,2,55,FA3,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,43,MS1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,53,FA1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,54,MA1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,41,FS1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,54,FA3,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,37,FS1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,48,FA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,54,MA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,55,MA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,58,FA3,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,57,FA3,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,56,FA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,48,MA1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,52,MA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,42,FS1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,54,MA1,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,53,FA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,54,FA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,51,MA2,3,,JR260B_krill_image_48.JPG,JR260B_krill_image_47.JPG,,,,,,sof
37,RMT8,2,55,MA3,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,57,FA3,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,51,MA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,51,MA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,57,FA3,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,49,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,54,MA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,54,FA3,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,52,MA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,54,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,56,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,53,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,52,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,52,MA1,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,58,FA3,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,49,MA1,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,54,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,58,FA2,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,41,FS1,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,58,FA3,4,,JR260B_krill_image_50.JPG,JR260B_krill_image_49.JPG,,,,,,sof
37,RMT8,2,53,FA3,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,56,FA3,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,50,FA2,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,50,MA2,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,55,FA3,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,52,MA1,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,41,FS1,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,53,FA3,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,53,FA3,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,54,MA2,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
37,RMT8,2,52,FA2,5,,JR260B_krill_image_52.JPG,JR260B_krill_image_51.JPG,,,,,,sof
