Event,Type,Net,Length,Maturity,Board number,Comment,Dorsal,Lateral,,Col8,Bin,Frequency,Measurer
48,RMT8,2,45,MS1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,54,54,1,SOF
48,RMT8,2,42,FA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,55,55,0,SOF
48,RMT8,2,52,MA2,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,56,56,0,SOF
48,RMT8,2,44,MS2,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,57,57,1,SOF
48,RMT8,2,44,MS2,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,58,58,1,SOF
48,RMT8,2,40,FS1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,59,59,0,SOF
48,RMT8,2,39,MS1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,60,60,0,SOF
48,RMT8,2,39,MS2,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,61,61,0,SOF
48,RMT8,2,48,FA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,62,62,0,SOF
48,RMT8,2,41,MA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,63,63,0,SOF
48,RMT8,2,43,FA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,64,64,0,SOF
48,RMT8,2,41,MS1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,65,65,0,SOF
48,RMT8,2,40,FA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,,,0,SOF
48,RMT8,2,41,FA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,,,,SOF
48,RMT8,2,37,FA1,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,,,,SOF
48,RMT8,2,41,MS2,2,,Event_48_Net_2_Board_2_Dorsal.JPG,Event_48_Net_2_Board_2_Lateral.JPG,,,,,SOF
48,RMT8,2,57,MA2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,36,MS1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,42,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,48,FA2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,40,MS1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,42,MS1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,35,MS1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,35,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,35,J,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,40,MS2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,45,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,38,MS1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,42,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,44,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,41,MS2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,39,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,52,FA2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,41,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,52,MA2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,37,MS1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,58,FA2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,41,MS2,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,49,MA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,47,FA1,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,37,J,3,,Event_48_Net_2_Board_3_Dorsal.JPG,Event_48_Net_2_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,2,44,MA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,46,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,46,MA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,44,MA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,45,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,40,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,40,MS2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,43,MS2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,48,MA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,43,MS2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,49,MA2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,42,MS2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,43,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,38,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,44,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,38,MS2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,41,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,44,MA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,38,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,48,MA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,44,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,39,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,47,FA1,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,50,FA2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,2,44,MS2,4,,Event_48_Net_2_Board_4_Dorsal.JPG,Event_48_Net_2_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,50,MA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,20,20,0,SOF
48,RMT8,1,49,FA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,21,21,0,SOF
48,RMT8,1,43,MS2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,22,22,0,SOF
48,RMT8,1,49,FA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,23,23,0,SOF
48,RMT8,1,48,FA2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,24,24,0,SOF
48,RMT8,1,50,MA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,25,25,0,SOF
48,RMT8,1,44,MS3,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,26,26,0,SOF
48,RMT8,1,54,FA2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,27,27,0,SOF
48,RMT8,1,47,FA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,28,28,0,SOF
48,RMT8,1,44,MS2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,29,29,0,SOF
48,RMT8,1,47,MA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,30,30,0,SOF
48,RMT8,1,41,MS3,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,31,31,0,SOF
48,RMT8,1,42,FA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,32,32,0,SOF
48,RMT8,1,49,MS3,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,33,33,0,SOF
48,RMT8,1,54,FA2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,34,34,0,SOF
48,RMT8,1,47,MA2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,35,35,0,SOF
48,RMT8,1,44,FA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,36,36,0,SOF
48,RMT8,1,53,MA2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,37,37,0,SOF
48,RMT8,1,53,MA2,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,38,38,1,SOF
48,RMT8,1,47,FA1,1,,Event_48_Net_1_Board_1_Dorsal.JPG,Event_48_Net_1_Board_1_Lateral.JPG,,39,39,1,SOF
48,RMT8,1,47,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,40,40,1,SOF
48,RMT8,1,43,MS2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,41,41,9,SOF
48,RMT8,1,46,MS3,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,42,42,3,SOF
48,RMT8,1,46,MS3,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,43,43,7,SOF
48,RMT8,1,46,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,44,44,9,SOF
48,RMT8,1,44,MS2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,45,45,7,SOF
48,RMT8,1,50,FA2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,46,46,7,SOF
48,RMT8,1,42,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,47,47,10,SOF
48,RMT8,1,48,MS3,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,48,48,10,SOF
48,RMT8,1,43,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,49,49,8,SOF
48,RMT8,1,51,FA2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,50,50,7,SOF
48,RMT8,1,52,MA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,51,51,4,SOF
48,RMT8,1,49,MS2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,52,52,6,SOF
48,RMT8,1,41,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,53,53,3,SOF
48,RMT8,1,52,FA2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,54,54,2,SOF
48,RMT8,1,48,FA2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,55,55,3,SOF
48,RMT8,1,45,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,56,56,1,SOF
48,RMT8,1,42,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,57,57,0,SOF
48,RMT8,1,59,FA2,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,58,58,0,SOF
48,RMT8,1,44,FA1,2,,Event_48_Net_1_Board_2_Dorsal.JPG,Event_48_Net_1_Board_2_Lateral.JPG,,59,59,1,SOF
48,RMT8,1,46,MS3,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,60,60,0,SOF
48,RMT8,1,44,FA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,61,61,0,SOF
48,RMT8,1,47,FA2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,62,62,0,SOF
48,RMT8,1,52,FA2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,63,63,0,SOF
48,RMT8,1,44,MS2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,64,64,0,SOF
48,RMT8,1,52,FA2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,65,65,0,SOF
48,RMT8,1,48,MS3,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,0,SOF
48,RMT8,1,47,MS3,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,38,FS1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,45,MS3,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,50,FA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,43,FA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,49,MA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,52,FA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,45,FA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,41,MS2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,51,FA2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,46,FA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,55,MA2,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,51,MA1,3,,Event_48_Net_1_Board_3_Dorsal.JPG,Event_48_Net_1_Board_3_Lateral.JPG,,,,,SOF
48,RMT8,1,48,MS3,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,49,FA2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,41,FA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,46,MS2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,52,MA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,41,FA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,44,FA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,47,MS2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,41,J,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,51,FA2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,41,FA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,43,FA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,45,MA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,45,MS3,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,45,MS2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,49,MA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,48,MA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,47,MA1,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,56,FA2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,50,MA2,4,,Event_48_Net_1_Board_4_Dorsal.JPG,Event_48_Net_1_Board_4_Lateral.JPG,,,,,SOF
48,RMT8,1,39,MS1,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,43,MS2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,44,MS2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,50,MA1,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,48,MA1,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,43,FA1,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,55,FA2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,49,FA1,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,47,MS3,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,55,FA2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,45,MS3,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,50,MS3,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,40,J,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,46,MS2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,41,MS2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,53,MA2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,48,FA2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,41,MS2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,48,FA1,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
48,RMT8,1,48,FA2,5,,Event_48_Net_1_Board_5_Dorsal.JPG,Event_48_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,57,MA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,20,20,0,SOF
65,RMT8,1,56,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,21,21,0,SOF
65,RMT8,1,53,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,22,22,0,SOF
65,RMT8,1,52,MA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,23,23,0,SOF
65,RMT8,1,51,MA1,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,24,24,0,SOF
65,RMT8,1,48,MA1,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,25,25,0,SOF
65,RMT8,1,49,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,26,26,0,SOF
65,RMT8,1,50,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,27,27,0,SOF
65,RMT8,1,55,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,28,28,0,SOF
65,RMT8,1,43,FA1,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,29,29,0,SOF
65,RMT8,1,56,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,30,30,0,SOF
65,RMT8,1,51,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,31,31,0,SOF
65,RMT8,1,51,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,32,32,0,SOF
65,RMT8,1,49,FA1,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,33,33,0,SOF
65,RMT8,1,50,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,34,34,0,SOF
65,RMT8,1,52,MA1,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,35,35,0,SOF
65,RMT8,1,51,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,36,36,0,SOF
